Year, Month, Date, Hour, Weekday, Item ID, Item Name, Min. Buyout, Number of Auctions
2019,11,25,6,0,10505,"Solid Blasting Powder",4723,14
2019,11,25,6,0,7912,"Solid Stone",1285,58
2019,11,25,6,0,4338,"Mageweave Cloth",390,111
2019,11,25,6,0,10560,"Unstable Trigger",9360,58
2019,11,25,6,0,3860,"Mithril Bar",750,46
2019,11,25,7,0,6371,"Fire Oil",1309,398
2019,11,25,7,0,5634,"Free Action Potion",12400,1017
2019,11,25,7,0,9030,"Restorative Potion",24000,141
2019,11,25,7,0,7067,"Elemental Earth",16200,53
2019,11,25,7,0,3821,"Goldthorn",1695,56
2019,11,25,7,0,13423,"Stonescale Oil",1495,2
2019,11,25,7,0,9264,"Elixir of Shadow Power",26069,10
2019,11,25,7,0,8845,"Ghost Mushroom",6400,16
2019,11,25,7,0,13511,"Flask of Distilled Wisdom",1399999,5
2019,11,25,7,0,13468,"Black Lotus",926969,13
2019,11,25,7,0,13467,"Ice Cap",6750,86
2019,11,25,7,0,13463,"Dreamfoil",5000,109
2019,11,25,7,0,13512,"Flask of Supreme Power",1479999,6
2019,11,25,7,0,13465,"Mountain Silversage",10400,63
2019,11,25,7,0,13510,"Flask of the Titans",1000000,4
2019,11,25,7,0,8846,"Gromsblood",1770,153
2019,11,25,7,0,13457,"Greater Fire Protection Potion",71500,223
2019,11,25,7,0,7068,"Elemental Fire",53500,37
2019,11,25,7,0,13931,"Nightfin Soup",5499,20
2019,11,25,7,0,13759,"Raw Nightfin Snapper",3000,35
2019,11,25,7,0,6358,"Oily Blackmouth",1750,62
2019,11,25,7,0,3820,"Stranglekelp",1100,115
2019,11,25,7,0,6370,"Blackmouth Oil",4400,21
2019,11,25,7,0,12363,"Arcane Crystal",489000,32
2019,11,25,7,0,12359,"Thorium Bar",1730,159
2019,11,25,7,0,12360,"Arcanite Bar",573684,12
2019,11,25,7,0,10646,"Goblin Sapper Charge",21949,31
2019,11,25,7,0,10505,"Solid Blasting Powder",4723,11
2019,11,25,7,0,7912,"Solid Stone",1769,89
2019,11,25,7,0,4338,"Mageweave Cloth",399,121
2019,11,25,7,0,10560,"Unstable Trigger",9360,56
2019,11,25,7,0,3860,"Mithril Bar",1184,48
2019,11,25,8,0,6371,"Fire Oil",1309,396
2019,11,25,8,0,5634,"Free Action Potion",12399,1010
2019,11,25,8,0,9030,"Restorative Potion",23999,142
2019,11,25,8,0,7067,"Elemental Earth",15800,49
2019,11,25,8,0,3821,"Goldthorn",1929,58
2019,11,25,8,0,13423,"Stonescale Oil",1732,1
2019,11,25,8,0,9264,"Elixir of Shadow Power",25800,15
2019,11,25,8,0,8845,"Ghost Mushroom",7462,9
2019,11,25,8,0,13511,"Flask of Distilled Wisdom",1399999,5
2019,11,25,8,0,13468,"Black Lotus",926969,13
2019,11,25,8,0,13467,"Ice Cap",5990,100
2019,11,25,8,0,13463,"Dreamfoil",6436,109
2019,11,25,8,0,13512,"Flask of Supreme Power",1477500,7
2019,11,25,8,0,13465,"Mountain Silversage",9007,78
2019,11,25,8,0,13510,"Flask of the Titans",1000000,4
2019,11,25,8,0,8846,"Gromsblood",1759,155
2019,11,25,8,0,13457,"Greater Fire Protection Potion",71499,219
2019,11,25,8,0,7068,"Elemental Fire",56500,38
2019,11,25,8,0,13931,"Nightfin Soup",5499,20
2019,11,25,8,0,13759,"Raw Nightfin Snapper",3000,33
2019,11,25,8,0,6358,"Oily Blackmouth",1750,60
2019,11,25,8,0,3820,"Stranglekelp",1094,110
2019,11,25,8,0,6370,"Blackmouth Oil",4399,25
2019,11,25,8,0,12363,"Arcane Crystal",489000,32
2019,11,25,8,0,12359,"Thorium Bar",1770,163
2019,11,25,8,0,12360,"Arcanite Bar",573684,12
2019,11,25,8,0,10646,"Goblin Sapper Charge",21998,27
2019,11,25,8,0,10505,"Solid Blasting Powder",4500,17
2019,11,25,8,0,7912,"Solid Stone",700,91
2019,11,25,8,0,4338,"Mageweave Cloth",390,136
2019,11,25,8,0,10560,"Unstable Trigger",8898,59
2019,11,25,8,0,3860,"Mithril Bar",1175,56
2019,11,25,9,0,6371,"Fire Oil",1300,400
2019,11,25,9,0,5634,"Free Action Potion",12190,1237
2019,11,25,9,0,9030,"Restorative Potion",23800,141
2019,11,25,9,0,7067,"Elemental Earth",15400,63
2019,11,25,9,0,3821,"Goldthorn",1924,45
2019,11,25,9,0,13423,"Stonescale Oil",1732,2
2019,11,25,9,0,9264,"Elixir of Shadow Power",23750,16
2019,11,25,9,0,8845,"Ghost Mushroom",7462,18
2019,11,25,9,0,13511,"Flask of Distilled Wisdom",1399999,6
2019,11,25,9,0,13468,"Black Lotus",980000,4
2019,11,25,9,0,13467,"Ice Cap",5990,99
2019,11,25,9,0,13463,"Dreamfoil",6000,107
2019,11,25,9,0,13512,"Flask of Supreme Power",1477500,7
2019,11,25,9,0,13465,"Mountain Silversage",8899,70
2019,11,25,9,0,13510,"Flask of the Titans",1000000,4
2019,11,25,9,0,8846,"Gromsblood",1759,148
2019,11,25,9,0,13457,"Greater Fire Protection Potion",71000,212
2019,11,25,9,0,7068,"Elemental Fire",54999,45
2019,11,25,9,0,13931,"Nightfin Soup",5400,22
2019,11,25,9,0,13759,"Raw Nightfin Snapper",3000,33
2019,11,25,9,0,6358,"Oily Blackmouth",1706,69
2019,11,25,9,0,3820,"Stranglekelp",1779,17
2019,11,25,9,0,6370,"Blackmouth Oil",4399,25
2019,11,25,9,0,12363,"Arcane Crystal",489000,30
2019,11,25,9,0,12359,"Thorium Bar",2000,114
2019,11,25,9,0,12360,"Arcanite Bar",573684,15
2019,11,25,9,0,10646,"Goblin Sapper Charge",21998,32
2019,11,25,9,0,10505,"Solid Blasting Powder",4400,18
2019,11,25,9,0,7912,"Solid Stone",1653,84
2019,11,25,9,0,4338,"Mageweave Cloth",389,109
2019,11,25,9,0,10560,"Unstable Trigger",8800,60
2019,11,25,9,0,3860,"Mithril Bar",1174,48
2019,11,25,10,0,6371,"Fire Oil",1260,412
2019,11,25,10,0,5634,"Free Action Potion",8511,1287
2019,11,25,10,0,9030,"Restorative Potion",23800,136
2019,11,25,10,0,7067,"Elemental Earth",14499,69
2019,11,25,10,0,3821,"Goldthorn",2600,48
2019,11,25,10,0,13423,"Stonescale Oil",1732,2
2019,11,25,10,0,9264,"Elixir of Shadow Power",26069,9
2019,11,25,10,0,8845,"Ghost Mushroom",7298,21
2019,11,25,10,0,13511,"Flask of Distilled Wisdom",1399999,6
2019,11,25,10,0,13468,"Black Lotus",970000,6
2019,11,25,10,0,13467,"Ice Cap",5700,120
2019,11,25,10,0,13463,"Dreamfoil",6198,135
2019,11,25,10,0,13512,"Flask of Supreme Power",1475000,14
2019,11,25,10,0,13465,"Mountain Silversage",10000,74
2019,11,25,10,0,13510,"Flask of the Titans",1000000,4
2019,11,25,10,0,8846,"Gromsblood",1782,127
2019,11,25,10,0,13457,"Greater Fire Protection Potion",70998,205
2019,11,25,10,0,7068,"Elemental Fire",57000,43
2019,11,25,10,0,13931,"Nightfin Soup",5400,22
2019,11,25,10,0,13759,"Raw Nightfin Snapper",3000,33
2019,11,25,10,0,6358,"Oily Blackmouth",1575,99
2019,11,25,10,0,3820,"Stranglekelp",2424,17
2019,11,25,10,0,6370,"Blackmouth Oil",4399,22
2019,11,25,10,0,12363,"Arcane Crystal",489000,27
2019,11,25,10,0,12359,"Thorium Bar",2000,135
2019,11,25,10,0,12360,"Arcanite Bar",571900,20
2019,11,25,10,0,10646,"Goblin Sapper Charge",23887,53
2019,11,25,10,0,10505,"Solid Blasting Powder",4400,18
2019,11,25,10,0,7912,"Solid Stone",1924,64
2019,11,25,10,0,4338,"Mageweave Cloth",389,107
2019,11,25,10,0,10560,"Unstable Trigger",8898,59
2019,11,25,10,0,3860,"Mithril Bar",1335,30
2019,11,25,11,0,6371,"Fire Oil",1259,408
2019,11,25,11,0,5634,"Free Action Potion",9810,1415
2019,11,25,11,0,9030,"Restorative Potion",23798,148
2019,11,25,11,0,7067,"Elemental Earth",11000,98
2019,11,25,11,0,3821,"Goldthorn",2698,39
2019,11,25,11,0,13423,"Stonescale Oil",1732,2
2019,11,25,11,0,9264,"Elixir of Shadow Power",28400,29
2019,11,25,11,0,8845,"Ghost Mushroom",7298,3
2019,11,25,11,0,13511,"Flask of Distilled Wisdom",1399999,6
2019,11,25,11,0,13468,"Black Lotus",968888,10
2019,11,25,11,0,13467,"Ice Cap",5400,127
2019,11,25,11,0,13463,"Dreamfoil",5666,198
2019,11,25,11,0,13512,"Flask of Supreme Power",1475000,14
2019,11,25,11,0,13465,"Mountain Silversage",9998,73
2019,11,25,11,0,13510,"Flask of the Titans",1000000,4
2019,11,25,11,0,8846,"Gromsblood",1695,95
2019,11,25,11,0,13457,"Greater Fire Protection Potion",70998,182
2019,11,25,11,0,7068,"Elemental Fire",59987,30
2019,11,25,11,0,13931,"Nightfin Soup",5400,22
2019,11,25,11,0,13759,"Raw Nightfin Snapper",2999,34
2019,11,25,11,0,6358,"Oily Blackmouth",1681,145
2019,11,25,11,0,3820,"Stranglekelp",2000,44
2019,11,25,11,0,6370,"Blackmouth Oil",4398,15
2019,11,25,11,0,12363,"Arcane Crystal",484500,27
2019,11,25,11,0,12359,"Thorium Bar",2000,139
2019,11,25,11,0,12360,"Arcanite Bar",571700,21
2019,11,25,11,0,10646,"Goblin Sapper Charge",22000,60
2019,11,25,11,0,10505,"Solid Blasting Powder",4600,9
2019,11,25,11,0,7912,"Solid Stone",1940,41
2019,11,25,11,0,4338,"Mageweave Cloth",389,81
2019,11,25,11,0,10560,"Unstable Trigger",7352,60
2019,11,25,11,0,3860,"Mithril Bar",1325,25
2019,11,25,12,0,6371,"Fire Oil",1259,408
2019,11,25,12,0,5634,"Free Action Potion",9810,1415
2019,11,25,12,0,9030,"Restorative Potion",23798,148
2019,11,25,12,0,7067,"Elemental Earth",11000,98
2019,11,25,12,0,3821,"Goldthorn",2698,39
2019,11,25,12,0,13423,"Stonescale Oil",1732,2
2019,11,25,12,0,9264,"Elixir of Shadow Power",28400,29
2019,11,25,12,0,8845,"Ghost Mushroom",7298,3
2019,11,25,12,0,13511,"Flask of Distilled Wisdom",1399999,6
2019,11,25,12,0,13468,"Black Lotus",968888,10
2019,11,25,12,0,13467,"Ice Cap",5400,127
2019,11,25,12,0,13463,"Dreamfoil",5666,198
2019,11,25,12,0,13512,"Flask of Supreme Power",1475000,14
2019,11,25,12,0,13465,"Mountain Silversage",9998,73
2019,11,25,12,0,13510,"Flask of the Titans",1000000,4
2019,11,25,12,0,8846,"Gromsblood",1695,95
2019,11,25,12,0,13457,"Greater Fire Protection Potion",70998,182
2019,11,25,12,0,7068,"Elemental Fire",59987,30
2019,11,25,12,0,13931,"Nightfin Soup",5400,22
2019,11,25,12,0,13759,"Raw Nightfin Snapper",2999,34
2019,11,25,12,0,6358,"Oily Blackmouth",1681,145
2019,11,25,12,0,3820,"Stranglekelp",2000,44
2019,11,25,12,0,6370,"Blackmouth Oil",4398,15
2019,11,25,12,0,12363,"Arcane Crystal",484500,27
2019,11,25,12,0,12359,"Thorium Bar",2000,139
2019,11,25,12,0,12360,"Arcanite Bar",571700,21
2019,11,25,12,0,10646,"Goblin Sapper Charge",22000,60
2019,11,25,12,0,10505,"Solid Blasting Powder",4600,9
2019,11,25,12,0,7912,"Solid Stone",1940,41
2019,11,25,12,0,4338,"Mageweave Cloth",389,81
2019,11,25,12,0,10560,"Unstable Trigger",7352,60
2019,11,25,12,0,3860,"Mithril Bar",1325,25
2019,11,25,13,0,6371,"Fire Oil",1254,410
2019,11,25,13,0,5634,"Free Action Potion",12188,1405
2019,11,25,13,0,9030,"Restorative Potion",23204,153
2019,11,25,13,0,7067,"Elemental Earth",12188,87
2019,11,25,13,0,3821,"Goldthorn",2925,21
2019,11,25,13,0,13423,"Stonescale Oil",1732,2
2019,11,25,13,0,9264,"Elixir of Shadow Power",28200,28
2019,11,25,13,0,8845,"Ghost Mushroom",8200,32
2019,11,25,13,0,13511,"Flask of Distilled Wisdom",1399999,4
2019,11,25,13,0,13468,"Black Lotus",950000,17
2019,11,25,13,0,13467,"Ice Cap",5400,116
2019,11,25,13,0,13463,"Dreamfoil",5800,220
2019,11,25,13,0,13512,"Flask of Supreme Power",1475000,14
2019,11,25,13,0,13465,"Mountain Silversage",9600,91
2019,11,25,13,0,13510,"Flask of the Titans",1000000,4
2019,11,25,13,0,8846,"Gromsblood",1730,96
2019,11,25,13,0,13457,"Greater Fire Protection Potion",70875,203
2019,11,25,13,0,7068,"Elemental Fire",54500,43
2019,11,25,13,0,13931,"Nightfin Soup",5399,25
2019,11,25,13,0,13759,"Raw Nightfin Snapper",2999,35
2019,11,25,13,0,6358,"Oily Blackmouth",1681,155
2019,11,25,13,0,3820,"Stranglekelp",1897,54
2019,11,25,13,0,6370,"Blackmouth Oil",4300,13
2019,11,25,13,0,12363,"Arcane Crystal",483000,25
2019,11,25,13,0,12359,"Thorium Bar",1535,193
2019,11,25,13,0,12360,"Arcanite Bar",571699,19
2019,11,25,13,0,10646,"Goblin Sapper Charge",23886,53
2019,11,25,13,0,10505,"Solid Blasting Powder",4698,15
2019,11,25,13,0,7912,"Solid Stone",1834,25
2019,11,25,13,0,4338,"Mageweave Cloth",425,122
2019,11,25,13,0,10560,"Unstable Trigger",7352,60
2019,11,25,13,0,3860,"Mithril Bar",1073,39
2019,11,25,14,0,6371,"Fire Oil",1255,409
2019,11,25,14,0,5634,"Free Action Potion",10200,1363
2019,11,25,14,0,9030,"Restorative Potion",23204,142
2019,11,25,14,0,7067,"Elemental Earth",14800,46
2019,11,25,14,0,3821,"Goldthorn",1995,35
2019,11,25,14,0,13423,"Stonescale Oil",1732,2
2019,11,25,14,0,9264,"Elixir of Shadow Power",28099,27
2019,11,25,14,0,8845,"Ghost Mushroom",7900,40
2019,11,25,14,0,13511,"Flask of Distilled Wisdom",1399999,4
2019,11,25,14,0,13468,"Black Lotus",950000,17
2019,11,25,14,0,13467,"Ice Cap",5400,115
2019,11,25,14,0,13463,"Dreamfoil",5999,176
2019,11,25,14,0,13512,"Flask of Supreme Power",1450000,16
2019,11,25,14,0,13465,"Mountain Silversage",8000,89
2019,11,25,14,0,13510,"Flask of the Titans",1000000,4
2019,11,25,14,0,8846,"Gromsblood",1320,123
2019,11,25,14,0,13457,"Greater Fire Protection Potion",70876,196
2019,11,25,14,0,7068,"Elemental Fire",55000,53
2019,11,25,14,0,13931,"Nightfin Soup",5199,26
2019,11,25,14,0,13759,"Raw Nightfin Snapper",2999,32
2019,11,25,14,0,6358,"Oily Blackmouth",1625,160
2019,11,25,14,0,3820,"Stranglekelp",1490,67
2019,11,25,14,0,6370,"Blackmouth Oil",4000,20
2019,11,25,14,0,12363,"Arcane Crystal",477999,22
2019,11,25,14,0,12359,"Thorium Bar",1514,198
2019,11,25,14,0,12360,"Arcanite Bar",533333,14
2019,11,25,14,0,10646,"Goblin Sapper Charge",22899,58
2019,11,25,14,0,10505,"Solid Blasting Powder",4300,18
2019,11,25,14,0,7912,"Solid Stone",2300,3
2019,11,25,14,0,4338,"Mageweave Cloth",389,122
2019,11,25,14,0,10560,"Unstable Trigger",7352,59
2019,11,25,14,0,3860,"Mithril Bar",1900,19
2019,11,25,15,0,6371,"Fire Oil",1255,409
2019,11,25,15,0,5634,"Free Action Potion",12000,1403
2019,11,25,15,0,9030,"Restorative Potion",22718,127
2019,11,25,15,0,7067,"Elemental Earth",16200,45
2019,11,25,15,0,3821,"Goldthorn",2200,33
2019,11,25,15,0,13423,"Stonescale Oil",1732,2
2019,11,25,15,0,9264,"Elixir of Shadow Power",27700,56
2019,11,25,15,0,8845,"Ghost Mushroom",7999,45
2019,11,25,15,0,13511,"Flask of Distilled Wisdom",1599999,4
2019,11,25,15,0,13468,"Black Lotus",949900,18
2019,11,25,15,0,13467,"Ice Cap",5265,114
2019,11,25,15,0,13463,"Dreamfoil",5799,192
2019,11,25,15,0,13512,"Flask of Supreme Power",1450000,15
2019,11,25,15,0,13465,"Mountain Silversage",9823,84
2019,11,25,15,0,13510,"Flask of the Titans",1000000,3
2019,11,25,15,0,8846,"Gromsblood",1324,129
2019,11,25,15,0,13457,"Greater Fire Protection Potion",70875,185
2019,11,25,15,0,7068,"Elemental Fire",53138,51
2019,11,25,15,0,13931,"Nightfin Soup",5199,24
2019,11,25,15,0,13759,"Raw Nightfin Snapper",2999,27
2019,11,25,15,0,6358,"Oily Blackmouth",1675,161
2019,11,25,15,0,3820,"Stranglekelp",1300,82
2019,11,25,15,0,6370,"Blackmouth Oil",4000,16
2019,11,25,15,0,12363,"Arcane Crystal",469999,34
2019,11,25,15,0,12359,"Thorium Bar",1520,187
2019,11,25,15,0,12360,"Arcanite Bar",573684,14
2019,11,25,15,0,10646,"Goblin Sapper Charge",22899,58
2019,11,25,15,0,10505,"Solid Blasting Powder",4192,24
2019,11,25,15,0,7912,"Solid Stone",1358,33
2019,11,25,15,0,4338,"Mageweave Cloth",368,130
2019,11,25,15,0,10560,"Unstable Trigger",7352,58
2019,11,25,15,0,3860,"Mithril Bar",1107,42
2019,11,25,16,0,6371,"Fire Oil",1255,399
2019,11,25,16,0,5634,"Free Action Potion",11688,1402
2019,11,25,16,0,9030,"Restorative Potion",23600,107
2019,11,25,16,0,7067,"Elemental Earth",15833,47
2019,11,25,16,0,3821,"Goldthorn",2499,52
2019,11,25,16,0,13423,"Stonescale Oil",1732,2
2019,11,25,16,0,9264,"Elixir of Shadow Power",27332,67
2019,11,25,16,0,8845,"Ghost Mushroom",8400,31
2019,11,25,16,0,13511,"Flask of Distilled Wisdom",1584999,7
2019,11,25,16,0,13468,"Black Lotus",926969,18
2019,11,25,16,0,13467,"Ice Cap",5900,92
2019,11,25,16,0,13463,"Dreamfoil",6107,154
2019,11,25,16,0,13512,"Flask of Supreme Power",1449989,17
2019,11,25,16,0,13465,"Mountain Silversage",9499,66
2019,11,25,16,0,13510,"Flask of the Titans",1000000,3
2019,11,25,16,0,8846,"Gromsblood",1583,106
2019,11,25,16,0,13457,"Greater Fire Protection Potion",70864,194
2019,11,25,16,0,7068,"Elemental Fire",59387,46
2019,11,25,16,0,13931,"Nightfin Soup",5199,24
2019,11,25,16,0,13759,"Raw Nightfin Snapper",3000,21
2019,11,25,16,0,6358,"Oily Blackmouth",1250,148
2019,11,25,16,0,3820,"Stranglekelp",1390,67
2019,11,25,16,0,6370,"Blackmouth Oil",4000,8
2019,11,25,16,0,12363,"Arcane Crystal",460000,32
2019,11,25,16,0,12359,"Thorium Bar",1574,129
2019,11,25,16,0,12360,"Arcanite Bar",573000,12
2019,11,25,16,0,10646,"Goblin Sapper Charge",21450,67
2019,11,25,16,0,10505,"Solid Blasting Powder",4000,35
2019,11,25,16,0,7912,"Solid Stone",1554,28
2019,11,25,16,0,4338,"Mageweave Cloth",398,124
2019,11,25,16,0,10560,"Unstable Trigger",7278,58
2019,11,25,16,0,3860,"Mithril Bar",979,55
2019,11,25,17,0,6371,"Fire Oil",1255,393
2019,11,25,17,0,5634,"Free Action Potion",9750,1392
2019,11,25,17,0,9030,"Restorative Potion",23600,222
2019,11,25,17,0,7067,"Elemental Earth",14600,49
2019,11,25,17,0,3821,"Goldthorn",2499,46
2019,11,25,17,0,13423,"Stonescale Oil",1732,1
2019,11,25,17,0,9264,"Elixir of Shadow Power",27698,60
2019,11,25,17,0,8845,"Ghost Mushroom",8397,58
2019,11,25,17,0,13511,"Flask of Distilled Wisdom",1584999,7
2019,11,25,17,0,13468,"Black Lotus",925999,19
2019,11,25,17,0,13467,"Ice Cap",5700,116
2019,11,25,17,0,13463,"Dreamfoil",4145,162
2019,11,25,17,0,13512,"Flask of Supreme Power",1449989,16
2019,11,25,17,0,13465,"Mountain Silversage",10000,60
2019,11,25,17,0,13510,"Flask of the Titans",1180000,2
2019,11,25,17,0,8846,"Gromsblood",1316,102
2019,11,25,17,0,13457,"Greater Fire Protection Potion",69500,255
2019,11,25,17,0,7068,"Elemental Fire",56666,67
2019,11,25,17,0,13931,"Nightfin Soup",5357,22
2019,11,25,17,0,13759,"Raw Nightfin Snapper",3000,19
2019,11,25,17,0,6358,"Oily Blackmouth",1657,109
2019,11,25,17,0,3820,"Stranglekelp",1426,78
2019,11,25,17,0,6370,"Blackmouth Oil",4000,6
2019,11,25,17,0,12363,"Arcane Crystal",479999,34
2019,11,25,17,0,12359,"Thorium Bar",1525,195
2019,11,25,17,0,12360,"Arcanite Bar",573684,13
2019,11,25,17,0,10646,"Goblin Sapper Charge",22800,67
2019,11,25,17,0,10505,"Solid Blasting Powder",3299,76
2019,11,25,17,0,7912,"Solid Stone",2238,27
2019,11,25,17,0,4338,"Mageweave Cloth",389,127
2019,11,25,17,0,10560,"Unstable Trigger",7352,55
2019,11,25,17,0,3860,"Mithril Bar",968,60
2019,11,25,18,0,6371,"Fire Oil",1254,394
2019,11,25,18,0,5634,"Free Action Potion",9749,1241
2019,11,25,18,0,9030,"Restorative Potion",23400,227
2019,11,25,18,0,7067,"Elemental Earth",16600,20
2019,11,25,18,0,3821,"Goldthorn",2599,46
2019,11,25,18,0,13423,"Stonescale Oil",1731,2
2019,11,25,18,0,9264,"Elixir of Shadow Power",27700,49
2019,11,25,18,0,8845,"Ghost Mushroom",8799,43
2019,11,25,18,0,13511,"Flask of Distilled Wisdom",1569149,8
2019,11,25,18,0,13468,"Black Lotus",923969,21
2019,11,25,18,0,13467,"Ice Cap",5699,127
2019,11,25,18,0,13463,"Dreamfoil",5848,150
2019,11,25,18,0,13512,"Flask of Supreme Power",1433024,17
2019,11,25,18,0,13465,"Mountain Silversage",9798,61
2019,11,25,18,0,13510,"Flask of the Titans",1180000,2
2019,11,25,18,0,8846,"Gromsblood",1694,90
2019,11,25,18,0,13457,"Greater Fire Protection Potion",69997,202
2019,11,25,18,0,7068,"Elemental Fire",57500,79
2019,11,25,18,0,13931,"Nightfin Soup",5300,26
2019,11,25,18,0,13759,"Raw Nightfin Snapper",3000,19
2019,11,25,18,0,6358,"Oily Blackmouth",1700,105
2019,11,25,18,0,3820,"Stranglekelp",1390,61
2019,11,25,18,0,6370,"Blackmouth Oil",3997,10
2019,11,25,18,0,12363,"Arcane Crystal",477999,40
2019,11,25,18,0,12359,"Thorium Bar",1936,175
2019,11,25,18,0,12360,"Arcanite Bar",573000,22
2019,11,25,18,0,10646,"Goblin Sapper Charge",21999,85
2019,11,25,18,0,10505,"Solid Blasting Powder",3299,70
2019,11,25,18,0,7912,"Solid Stone",1900,28
2019,11,25,18,0,4338,"Mageweave Cloth",407,117
2019,11,25,18,0,10560,"Unstable Trigger",7352,53
2019,11,25,18,0,3860,"Mithril Bar",980,49
2019,11,25,19,0,6371,"Fire Oil",1250,395
2019,11,25,19,0,5634,"Free Action Potion",9749,1154
2019,11,25,19,0,9030,"Restorative Potion",23200,184
2019,11,25,19,0,7067,"Elemental Earth",16500,22
2019,11,25,19,0,3821,"Goldthorn",2700,54
2019,11,25,19,0,13423,"Stonescale Oil",1731,2
2019,11,25,19,0,9264,"Elixir of Shadow Power",27600,36
2019,11,25,19,0,8845,"Ghost Mushroom",8077,43
2019,11,25,19,0,13511,"Flask of Distilled Wisdom",1569149,10
2019,11,25,19,0,13468,"Black Lotus",923968,19
2019,11,25,19,0,13467,"Ice Cap",4900,120
2019,11,25,19,0,13463,"Dreamfoil",5400,181
2019,11,25,19,0,13512,"Flask of Supreme Power",1400000,20
2019,11,25,19,0,13465,"Mountain Silversage",9300,72
2019,11,25,19,0,13510,"Flask of the Titans",1180000,5
2019,11,25,19,0,8846,"Gromsblood",1371,93
2019,11,25,19,0,13457,"Greater Fire Protection Potion",69497,208
2019,11,25,19,0,7068,"Elemental Fire",54500,71
2019,11,25,19,0,13931,"Nightfin Soup",5200,33
2019,11,25,19,0,13759,"Raw Nightfin Snapper",3000,18
2019,11,25,19,0,6358,"Oily Blackmouth",1318,132
2019,11,25,19,0,3820,"Stranglekelp",900,67
2019,11,25,19,0,6370,"Blackmouth Oil",4278,25
2019,11,25,19,0,12363,"Arcane Crystal",478000,33
2019,11,25,19,0,12359,"Thorium Bar",1910,202
2019,11,25,19,0,12360,"Arcanite Bar",547470,25
2019,11,25,19,0,10646,"Goblin Sapper Charge",22000,96
2019,11,25,19,0,10505,"Solid Blasting Powder",3984,49
2019,11,25,19,0,7912,"Solid Stone",1875,32
2019,11,25,19,0,4338,"Mageweave Cloth",389,90
2019,11,25,19,0,10560,"Unstable Trigger",8300,62
2019,11,25,19,0,3860,"Mithril Bar",927,68
2019,11,25,20,0,6371,"Fire Oil",1237,169
2019,11,25,20,0,5634,"Free Action Potion",10800,1128
2019,11,25,20,0,9030,"Restorative Potion",23600,167
2019,11,25,20,0,7067,"Elemental Earth",10457,42
2019,11,25,20,0,3821,"Goldthorn",2875,47
2019,11,25,20,0,13423,"Stonescale Oil",1731,2
2019,11,25,20,0,9264,"Elixir of Shadow Power",27899,25
2019,11,25,20,0,8845,"Ghost Mushroom",7899,52
2019,11,25,20,0,13511,"Flask of Distilled Wisdom",1569148,10
2019,11,25,20,0,13468,"Black Lotus",917500,23
2019,11,25,20,0,13467,"Ice Cap",4000,125
2019,11,25,20,0,13463,"Dreamfoil",5800,168
2019,11,25,20,0,13512,"Flask of Supreme Power",1397500,19
2019,11,25,20,0,13465,"Mountain Silversage",9375,77
2019,11,25,20,0,13510,"Flask of the Titans",1180000,4
2019,11,25,20,0,8846,"Gromsblood",1490,94
2019,11,25,20,0,13457,"Greater Fire Protection Potion",69200,223
2019,11,25,20,0,7068,"Elemental Fire",57500,53
2019,11,25,20,0,13931,"Nightfin Soup",4500,47
2019,11,25,20,0,13759,"Raw Nightfin Snapper",3000,8
2019,11,25,20,0,6358,"Oily Blackmouth",1600,133
2019,11,25,20,0,3820,"Stranglekelp",1125,62
2019,11,25,20,0,6370,"Blackmouth Oil",4255,56
2019,11,25,20,0,12363,"Arcane Crystal",459000,38
2019,11,25,20,0,12359,"Thorium Bar",1650,198
2019,11,25,20,0,12360,"Arcanite Bar",546000,27
2019,11,25,20,0,10646,"Goblin Sapper Charge",22000,91
2019,11,25,20,0,10505,"Solid Blasting Powder",2181,53
2019,11,25,20,0,7912,"Solid Stone",1793,50
2019,11,25,20,0,4338,"Mageweave Cloth",474,77
2019,11,25,20,0,10560,"Unstable Trigger",8500,53
2019,11,25,20,0,3860,"Mithril Bar",915,72
2019,11,25,21,0,6371,"Fire Oil",1200,182
2019,11,25,21,0,5634,"Free Action Potion",10784,1140
2019,11,25,21,0,9030,"Restorative Potion",24999,166
2019,11,25,21,0,7067,"Elemental Earth",15400,27
2019,11,25,21,0,3821,"Goldthorn",2849,53
2019,11,25,21,0,13423,"Stonescale Oil",1730,5
2019,11,25,21,0,9264,"Elixir of Shadow Power",27600,29
2019,11,25,21,0,8845,"Ghost Mushroom",8100,39
2019,11,25,21,0,13511,"Flask of Distilled Wisdom",1569148,10
2019,11,25,21,0,13468,"Black Lotus",915000,25
2019,11,25,21,0,13467,"Ice Cap",5445,120
2019,11,25,21,0,13463,"Dreamfoil",6803,94
2019,11,25,21,0,13512,"Flask of Supreme Power",1387500,19
2019,11,25,21,0,13465,"Mountain Silversage",9725,75
2019,11,25,21,0,13510,"Flask of the Titans",1180000,4
2019,11,25,21,0,8846,"Gromsblood",750,76
2019,11,25,21,0,13457,"Greater Fire Protection Potion",69000,229
2019,11,25,21,0,7068,"Elemental Fire",52500,77
2019,11,25,21,0,13931,"Nightfin Soup",4400,61
2019,11,25,21,0,13759,"Raw Nightfin Snapper",3000,7
2019,11,25,21,0,6358,"Oily Blackmouth",1500,127
2019,11,25,21,0,3820,"Stranglekelp",1232,47
2019,11,25,21,0,6370,"Blackmouth Oil",4255,39
